User Location,Rating,Additional Ratings,Review Title,Review Text,Trip Type,Stay Date,Location,Hotel_ID,hotel_name
Adelaide,1,"Value: 1
Location: 4
Cleanliness: 4
Service: 2",Deplorable high tea,"High Tea
Deplorable
Shocking wait times
Very low quality and extremely odd food choices for a high tea, Champagne was good. Individual plates of seafood and then dishes meat were extremely odd choices for a high tea. The tuna on the seafood dish was very tasty.  The other two offerings were not. The wagu beef pie on the meat dish was good. The other two options were not. These plates were followed by individual plates of sweets which were unappealing and did not even taste fresh. The basket of scones was fresh but served with a small dish of jam between three people and a small dish of cream WHICH WAS SOUR CREAM!  If you wanted refills of tea, you could only choose one option, the house tea, otherwise you had to pay extra. Could not rate it low enough. 
$130 wasted",FRIENDS,31-08-2024,Capella Sydney,24,capella sydney (sydney) (australia)
Bangkok,5,,Thank you thai staff K.Piyawan and all staff so professional,"Thank you K.Piyawan (thai staff) for taking care us, this hotel look amazing due to all new decoration . Very good location , just a bit walk to many iconic spot of Sydney. We choose a complimentary bicycle ride it was a fantastic experience for us.",FRIENDS,31-08-2024,Capella Sydney,24,capella sydney (sydney) (australia)
Amsterdam,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Feeling at home at Capella Sydney,"We experienced the most exceptional stay at Capella Sydney!

We were very impressed by the beautiful property, the design (with the amazing Studio Drift installation in the lobby), the spacious rooms with beautiful bathrooms, the fantastic spa and massages – and most of all, the super friendly and supporting staff. It was really incredible; everyone went above and beyond to make us feel at home and so it really felt that way.

Would highly recommend it for everyone travelling to Sydney and I really hope we will be back one day. Thank you Anthony, Jonathan and the entire team!",COUPLES,31-08-2024,Capella Sydney,24,capella sydney (sydney) (australia)
London,5,,Fabulous building conversion,"Fabulous conversion of the former Department of Education building

The room was spotless with a very comfortable bed and wrap around floor-to-ceiling windows

Breakfast buffet was excellent with a full set of al la carte options all served with care and efficiency.  Room service options more limited

Excellent central location meant we walked everywhere during our stay including to the opera house and the Rocks area

Relaxing guest lounge with barista coffee service and pool with spa option

Very much worth the stay.",COUPLES,31-08-2024,Capella Sydney,24,capella sydney (sydney) (australia)
,5,,Girls trip to London,"visiting London for the first time with my sister and 2 friends.  The hotel was lovely beyond words.  Rooms were very clean and well appointed.  I use a wheelchair, and the hotel assisted me in renting one for the entire stay. The entire staff was wonderful, and the doorman Pasqual was the best; highly recommend The Rubens at the Palace.",FRIENDS,31-10-2024,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
,5,"Value: 5
Location: 5
Service: 5",Outstanding,"We were very happy with the Hotel from the minute we checked in.  We found all the staff efficient, friendly and helpful.  The service exceeded all our expectations and the place is so beautiful - bedding, table cloths, cutlery, glasses and crockery.
Everyone was amazing but in partIcular, we must mention Rosie the concierge who looked after us so well,  Saif the Restaurant Manager who is excellent at his job in running the English Grill and his cooking, and also Raj and his team who aided us from the Taxi when we arrived and saw us off again when we left.
Impeccable, relaxed, friendly and helpful service throughout made it a very enjoyable and relaxing visit. 
Well done everyone - we will be back",COUPLES,31-07-2023,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
Birmingham,5,,Mr and Mrs Fanning anniversary,"We stayed here for 2 nights - our 20 years  anniversary together- this is the best hotel we have ever stayed in - absolutely beautiful from start to finish- the staff are amazing- couldn’t do enough / we ate there on the 2nd night in the grill - the food was superb 
Thank you",COUPLES,30-11-2024,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
,1,"Value: 2
Rooms: 2
Location: 4
Cleanliness: 2
Service: 1
Sleep Quality: 2",Worst customer service ever,"Worst time ever , decent hotel , nice location … but we had an issue with our iPad being broken during the day while we were away. Came back to it alert them … they proceeded with doing an investigation to conclude that we lied and told us to f… off … in a much more polite and posh manner off course … very bad customer experience .",FAMILY,31-10-2024,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
Portsmouth,5,,"Pristine, comfortable & service was 100%.attentive staff.","The service was excellent, very attentive staff. 😉
We met Jessica who was so kind, caring professional & attentive. 
Also had the pleasure of meeting Pascal, the front doorman in his smart red uniform!
Absolutely a treasure, he looked after us, his knowledge he has is second to none, & more than happy to share it. 
the bed was so comfortable (I slept like a baby!)
The room was pristine, 
Comfortable, a pleasure to stay there. 
We will return. 
Thank you to everyone, absolute treasures.",COUPLES,31-10-2024,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
,5,,Outstanding service and accommodation!,"From the moment we arrived, the experience was nothing short of regal! Every detail was meticulously attended to. Upon learning that we were attending a theatre performance, the staff not only remembered but surprised us with a beautifully themed cake based on the show when we returned to our room. The staff were exceptionally courteous, professional, and friendly. Coupled with a location right next to Buckingham Palace, it's an undeniable 5-star experience from us.",FAMILY,31-10-2024,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
,5,"Value: 5
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Best location and wonderful staff.,The hotel is wonderful. The entire staff make you feel so special. Emily gave us the best service in the dining room when we ate our 5 star breakfast everyday. The food and service were spectacular. Raj was so welcoming when we would return to the hotel during the day. Both doorman were very helpful also. The location was wonderful and the beds were comfy. This is the place to stay in London.,FAMILY,30-09-2024,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
,5,,Lovely champagne afternoon tea !,"I recently visited The palace lounge for afternoon tea, the cakes and sandwiches were delicious and we enjoyed the champagne package recommended by our waitress Aby. She was attentive and looked after us very well with constant conversation and laughter. All staff were very friendly and polite but especially our server Aby.",COUPLES,31-10-2024,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
,5,"Value: 4
Rooms: 4
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Europe 2024 trip,"We had a terrific time at this hotel. The staff and service were excellent. We'd like to acknowledge Raj, doorman Pascal, Artemois (sic), the other doorman Sam(?) and the bartender Stanley. They were helpful, friendly, and knowledgeable about issues/items we had. The bedroom was fine, except I forgot that the UK uses different terms on the bedsize; next time asking for a King. The location of the hotel, near Victoria Station, really helped my wife get her bearings as this was her first trip to Eurpe. This location allowed us to jump off to various sites around London. It had conveniant pubs nearby where we got to revist with my cousins. Overall, a terrific vist and excellent stay at the Rubens. Finally, I'd like to thank Mick who was in management and had a very informative discussion with me about this hotel and others in the portfolio of the hotels managed and owned. We would definitely stay here again.",COUPLES,31-10-2024,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
Bristol,5,"Value: 4
Rooms: 5
Location: 5
Cleanliness: 5
Service: 5
Sleep Quality: 5",Perfect location & comfy bed,"We stayed here due to it's location, 5 mins walk from Victoria station/underground, lot's of bar's & restaurants nearby & of course Buckingham Palace. If you like a walk you can visit most popular landmarks & shopping areas on foot. We had a mews view room which was a little small but had everything we needed, the bed was so comfortable & the bedding & towels were lovely, great shower also. All the staff were so friendly & made our stay feel really special. I would recommend",COUPLES,31-10-2024,The Rubens At The Palace,25,the rubens at the palace(london) (u.k.)
Billericay,2,,Boutique Imperfection,"We came from Green Gables, sister hotel (Milliken Creek - see my review ""Boutique Perfection"") so had high hopes we would have a similar experience. How wrong we were. We arrived before check in and the one person on duty was having her lunch and told us to come back in 40 minutes, we couldn't drop our bags or even go to the toilet! The whole hotel is tired, the room was spacious but needs to be updated particularly the bathrooms. Breakfast was poor. Staff were unwelcoming and so different from our experience at Milliken Creek. This was such a disappointment given our previous experience at Milliken Creek. The hotel is in a tremendous location overlooking Monterey bay. It could have so much to offer but urgently requires investment and a change in management to fulfil it’s potential.",COUPLES,31-10-2024,Green Gables Inn A Four Sisters Inn,26,hotel green(california) (u.s.a.)
